MBIID	rating_mean_cat1	rating_mean_cat2	rating_mean_cat3	rating_mean_cat4	rating_mean_cat5	rating_mean_cat6	rating_mean_cat7	rating_mean_cat8	rating_mean_cat9
B182804	0.556	-2.111	2.111	-1.667	0.556	-2.444	-2.667	-0.556	-1
B182823	1.111	-0.111	1	-0.222	1.111	-3	-2.778	0.222	-2.333
B182825	-0.333	-0.667	-0.444	-1.444	-0.667	-3	-2.667	-1.333	-2.667
B182828	1.333	1.667	2	0.444	1.778	-1.556	-0.889	1.889	-0.667
B182839	0.889	0.667	1.333	-0.111	1.444	-2.222	-0.778	0.556	-1.778
B182846	1.556	0.556	1.556	0.333	2.333	-2.778	-2.222	1.556	-1
B182850	1.778	0.111	1.889	-1.333	2.667	-3	-2.667	-1.778	-3
B182851	0	-0.222	1.444	0	1.556	-2.667	-2.444	0.556	-1.889
B182853	1	0.111	1.889	0	1.333	-2	-1.333	0.333	-2.333
B182857	-0.111	-0.333	1.111	-0.444	0.889	-2.333	-1.444	0.889	-2.111
B182865	-0.222	0	0.667	-1.444	0.222	-1	-0.333	1.444	-0.667
B182866	-0.222	-0.222	1	-0.444	0.444	-0.556	-0.889	0.444	0.111
B182884	-1.111	-1.778	-0.444	-1.889	-1.444	-2.889	-1.556	-1.222	-1
B182891	1.111	0.222	1.667	-0.333	1.111	-2	-1.444	1.111	-1.444
B182892	1.667	0.889	3	-0.556	2.889	-3	-1.556	1.111	-2.889
B182894	2	0.889	2.667	-0.778	2.889	-3	-3	0.556	-2
B182895	0.444	1.111	1.222	0.556	1.333	-0.444	0.667	0.222	0
B182902	1.111	-0.444	0.556	-1.333	1.667	-3	-2.889	-0.556	-3
B182907	2.333	2.333	2.333	-0.333	3	-3	-3	0.333	-3
B182909	2.333	2.222	2.889	1.111	3	-0.889	-0.111	2.222	-1.444
B182912	0.889	1	1.222	0	1.333	-2.222	-1.444	1.667	-1.778
B182920	0.444	0.889	2.333	-0.222	2.667	-3	-3	2.333	-3
B182924	0.556	0.889	-0.889	0	1.222	-2.778	-0.556	1.667	-2.556
B182925	0	-0.111	0.778	-0.111	0.556	-2	-1	-0.222	-1.111
B182927	-0.111	0.444	1.333	-0.111	0.778	-2.333	-1.222	0.889	-2
B182929	0.667	0.333	0.889	-0.111	1.444	-2.111	-0.778	-0.222	-2.333
B182930	0.778	1	0.556	-0.222	0.778	-2.444	-0.444	1.556	0.444
B182931	0.333	-0.778	0.444	-0.889	0.444	-3	-0.889	-0.222	-2.667
B182936	1.444	1.111	0.333	0	0.444	-0.889	-0.444	1.111	0
B182939	0.889	1.222	1	0	1.444	-2.222	-2.222	1.667	-1.222
B182941	0.556	-0.222	1.667	0.111	2.778	-2.889	-0.889	1.556	-2.111
B182953	1.667	1.778	2	-0.111	2.444	-3	-2.778	0.889	-2.889
B182957	1.667	1.222	1.889	0.222	1.889	-0.778	-0.889	1.333	-3
B182958	1.556	0.222	1.333	0.556	1.778	-2.778	-1	0.111	-1.333
B182959	1.778	0.889	1.667	-0.444	2.333	-3	-3	0.333	-2.889
B182961	0.889	0.778	0.889	0.111	2.333	-1.667	-1.667	1	-0.778
B182969	0.667	0	0.333	-0.444	0.556	-2.444	-1.222	0.556	-0.889
B182982	2.889	2.778	2.778	1.222	3	-2.889	-0.556	2.556	-1.667
B182984	0	0.556	0.667	0.222	1	-1.333	0.111	0.444	-0.222
B182986	1.111	0.778	2.333	0.111	1.667	-2.778	-1.556	1	-2
B182989	0	0	0	0	0	-1.667	-0.333	0	0
B182991	1.111	1.444	1.333	-0.222	1.333	-1.444	-1.444	1.333	-1
B182994	2.444	0.556	2.556	0	1.556	-2.889	-2.889	1.667	-3
B182999	1.667	0.556	1.889	0.444	1.778	-2.889	-1.444	-0.222	-1.667
B183011	-0.444	-1.667	0.778	-1.222	-1	-3	-2.333	-3	-2.556
B183015	1.778	1.556	0.667	1.222	2	-0.889	-1.111	1	-0.111
B183020	-0.222	0	1.111	-0.333	0.667	-1.333	-0.444	0.667	-0.889
B183023	1.667	0.889	2	0.222	2	-2.778	-2.556	1.778	-2.556
B183026	0.889	0.889	2.889	1.222	2.889	-3	-2.222	1.778	-0.222
B183027	0.111	0.333	1.111	-0.333	2	-1	0.444	0.222	0.333
B183033	2.667	2.444	2.889	0.667	2.556	-2	-1.111	0.333	-2.667
B183038	3	1.556	2.889	0.111	3	-2.889	-2.889	1.111	-2.667
B183039	0.111	-0.333	1.111	-0.333	0.889	-3	-3	0.667	-2.778
B183040	2.111	1.111	3	1	3	-2.444	-2.333	1.778	-1.778
B183056	0.333	0.778	0.889	-0.222	1.889	-2.889	-1.778	0.556	-2.444
B183057	1.222	1.333	2.444	-0.111	2.556	-2.556	-2.222	1.222	-2.222
B183058	1.333	0.778	0.111	-0.111	0.222	-2.444	-2	1.889	-2
B183063	1.778	1.556	1.333	0.778	2.667	-1.333	-0.778	1.778	-0.222
B183064	0.778	1.333	2.889	0.333	2.333	-2.889	-0.667	1.556	0.889
B183065	1.111	1	0.889	-0.111	2.111	-1.556	-1.778	1.222	-2
B183069	1.667	0.889	-0.111	0.556	2.667	-3	-2.444	0.889	-3
B183074	2.333	0	1	-1.111	0.333	-3	-2.667	1.333	-3
B183076	0.444	0.556	1.556	-1	1.444	-3	-1.333	-0.667	-3
B183080	1.556	1	1.222	0.111	2.222	-1.667	0.222	-0.667	-1.667
B183082	0.111	0.333	0.889	-0.778	2.111	-3	-2.889	0.667	-3
B183083	-0.889	-1.778	1	-2	-0.444	-2.778	-1.667	-1.111	-1.556
B183085	1.111	-0.444	1.778	-0.222	1.667	-2.889	-2.778	-1.889	-3
B183092	0.333	0	1	-0.667	1.556	-2.222	0.222	-1.222	0
B183094	0.667	0.444	0.778	-0.111	1.333	-2.667	-2.556	0.667	-1.667
B183101	1.333	0.778	2.111	0.444	1.556	-1.444	-1.667	1.556	-2.111
B183115	2.333	0.222	2.444	0.222	2.333	-2.444	-2.556	1.444	-2.333
B183118	0.889	0.222	1.333	0.444	3	-2.222	-1.556	1.556	-3
B183138	0.111	0.444	0.556	0	0.778	-1.333	-0.667	0.444	-2.222
B183142	1.778	-0.444	0.889	-1.111	1.444	-3	-2.889	0.556	-3
B183147	1	0.444	1.222	0.222	2	-1	-1.556	0	-1.222
B183150	2.333	1.778	3	1.333	2.889	-2.778	-2.333	1.778	-2.333
B183157	0.667	0	1.111	-0.889	1.333	-3	-2	1.222	-2.889
B183170	0.667	0.333	2.333	-0.222	0.889	-1.333	-0.444	1.222	-1.111
B183171	-0.222	0.444	1.778	-0.111	0.667	-2.667	-1.667	1.444	-2.444
B183173	1.333	0.778	1.222	-0.444	2.333	-3	-2.444	0.889	-2
B183178	1	1.444	1	0.111	1.333	-1.778	0.333	1.222	-1.667
B183181	0.667	0.444	0.778	0	0.556	-0.667	-0.222	1.556	-1.444
B183186	0.889	0.778	1.889	-0.222	2.222	-1.667	-1.889	1.889	-1.444
B183187	1.667	0.778	1.333	-0.111	1.667	-2.778	-1.111	-0.667	-2.667
B183190	0	0	1.222	-0.667	1.667	-2.889	-2.111	0.556	-2
B183195	1.333	1.333	2	-0.333	2	-3	-3	2.556	-3
B183197	0	0.667	1.444	0.556	2.556	-2.667	-1.222	-0.667	-2.667
B183200	0.556	1	1.556	-0.111	1.111	-1.778	-1.778	0.222	-2
B183208	1.444	1.778	1	0.444	2.444	-0.222	0.778	0.556	1.333
B183212	2	-2.111	0.778	0	1.444	-2.444	-2.667	1.444	-3
B183221	1.444	0.889	1	-0.556	2.111	-3	-3	-0.444	-2.889
B183222	1.333	0.222	2.556	-0.222	1.889	-3	-2.667	1.667	-2.111
B183223	2.667	1.333	2.111	0.667	2.778	-2.111	-2.778	0.778	-3
B183226	-0.222	0	0.444	0	0.333	-0.667	-0.222	0.333	-0.778
B183237	1.222	0.556	1.222	-0.444	1.222	-2.889	-2.333	1.667	-1.667
B183238	-0.778	-1.556	-2.778	-2.667	-1.222	-0.333	-0.111	-0.778	-1.444
B183239	1.444	2.667	2.778	0	2.333	-2.222	-1.222	2.222	-0.667
B183241	1	0.556	1.889	-0.111	2.111	-2.667	-2.556	1.556	-1.222
B183242	1.556	0.222	1.778	-1	2.111	-2.556	-2.111	0.222	-2
B183251	1.444	0	1.222	0	1.333	-3	-3	2.111	-3
B183253	2.222	1.111	2	0.444	1.778	-2.444	-1.667	1.667	-1.444
B183262	0.778	-0.889	0.889	-0.667	1.778	-3	-2.556	0.889	-2.889
B183263	1	1.778	1.889	1.111	2.556	0.667	0.778	1.222	0.333
B183273	1	0.333	1.778	0.333	1.667	-2.222	-1.222	-0.444	-1.111
B183275	0.444	0.778	1	-0.111	2.111	-2.556	-1.444	1.111	-2.778
B183283	0.222	0.222	2.111	-0.222	2.444	-3	-0.778	-2.333	-2.222
B183289	1.333	-0.444	1.556	-0.778	0.778	-1.778	-0.889	-0.111	-1.778
B183291	1.444	0.667	1.333	0.222	1.333	-2.111	-1.444	0.889	-1.667
B183296	0.556	0.778	1	0	0.889	-2.778	-1.778	0.222	-3
B183300	1.333	1.333	1.444	0.778	1.333	-1.333	-0.667	1.333	-1.667
B183302	2	1.111	1.444	0.333	2	-2.556	-1.444	1.444	-2.222
B183306	1	0.333	0.778	-0.444	0.778	-2.111	-0.778	1.111	-1.333
B183309	1.111	1.889	1.667	0.333	2.222	-1.889	0	0.889	-0.889
B183313	0.889	0	0.444	-0.111	1.333	-2.556	-1.111	0.667	-0.889
B183322	1	0.778	1.444	0	1.333	-1.889	-1.444	0.333	-2.444
B183323	0.111	1	1.556	-1.556	0.889	-2.778	-1.111	1.222	-2.222
B183330	1.889	-1	2.333	0	0.778	-2.556	-3	-0.778	-3
B183333	1.333	0.222	-0.222	-0.111	2.222	-2.667	-2.444	0.444	-1.556
B183337	0	0.111	0.444	0	1	0	0.111	0.667	0.333
B183339	0.444	-0.444	1.778	-0.111	0.222	-0.667	-2	1	-1.889
B183342	0.667	0.889	3	-0.667	2.556	-3	-0.778	-0.667	1
B183345	0.556	1.111	2.778	-0.556	1.444	-1.778	-1.222	1.667	-2.444
B183346	-0.222	0.222	0.444	-0.667	0.889	-0.556	0.667	0.444	0.667
B183362	0.778	0.222	1.222	-0.444	1.667	-2.667	0.778	0.111	-1
B183366	0.778	2	2.111	0.444	2.333	0.556	1.778	0.333	0.778
B183367	2.333	1.333	2.889	0.444	2.667	-2.889	-1.444	1.222	-2.667
B183371	1	1	1	1	0.889	1	1	0.889	1
B183372	1.556	0.556	1.556	-0.333	1.667	-3	-2.889	0.778	-2.889
B183377	2.556	1.889	1.556	-0.222	2.333	-2.444	0	1.556	-1.778
B183383	1	0.444	1.333	0.222	1.222	-1.889	-0.222	-0.889	-0.889
B183384	1.222	1.889	1	1.333	1.778	0.444	1.333	1.556	1.111
B183399	1.556	0.778	2.111	-1.444	1.778	-2.222	-1.111	-0.333	-0.333
B183433	2.667	0.667	2.667	-0.667	2.111	-2.889	-3	0.556	-3
B183440	1.556	1.444	2.222	0.444	2.667	-2.889	-2.333	1.778	-1
B183447	2.333	1.889	2.556	0	2.222	-3	-2.778	1.667	-3
B183452	2.333	2	2.556	1.667	2.667	-2.556	0.444	1.333	0.333
B183465	2.333	0.889	2.889	-0.444	2.333	-2.556	-1.556	-1.111	-1.667
B183475	0.556	0.222	1.778	0.111	2.222	-2.889	-1.444	-0.889	-2.111
B183478	1.889	1	1.667	-0.444	1.778	-2.667	-2.444	2.111	-2.333
B183486	2	1.111	1.222	-1.111	1.778	-2.222	-1.444	-0.556	-2.556
B183488	1.667	-2	0.333	-1.333	0.222	-3	-2.556	-0.444	-3
B183504	2.778	0.556	2.444	-0.778	2.111	-3	-2.333	1.667	-2.444
B183510	0	-0.667	0.333	-1.111	0.667	-2.778	-1.222	0.111	-1.556
B183512	0.556	0.333	1.444	-0.222	1.444	-2	-0.333	0.111	-1.333
B183522	0.667	2.222	2.556	1.222	2.778	-2.111	-0.778	0.556	-1
B183523	0.778	0	2.556	0.111	1.667	-2.556	-2.111	1.667	-2
B183539	1.444	0.444	1.222	-0.111	1.333	-2.444	-1.111	1.222	-2
B183540	0.889	0.444	2.444	0.111	2	-2.778	-2.556	1.556	-2.667
B183541	1.222	0.222	2.778	-0.111	1.889	-3	-3	-1.333	-3
B183547	0.222	-0.111	2	0	1.556	-1.333	-0.778	-1	-1.333
B183548	1.222	1.889	1.889	0.111	2.333	-0.444	0.556	0.778	1
B183550	0.222	-0.333	1.778	-1.889	0.222	-1.111	-1.111	1.556	-0.667
B183568	1.111	0.111	2	-0.222	1.444	-1.556	-0.889	-2.333	-1.222
B183569	0.556	0.111	0	-2	0.444	-3	-2.889	-0.778	-2.222
B183573	2	-0.222	2.222	0	2.333	-3	-1.889	-1.222	-2.778
B183575	2.333	0.778	2.444	0.222	2.556	-2.556	-2.889	1.111	-2.667
B183578	1.667	-0.556	1.444	-0.111	2.333	-3	-3	1	-3
B183587	2.778	0.889	2	0.111	2	-0.889	-0.222	0.444	0.667
B183591	1.778	0.889	1.778	0.111	1.889	-2.889	-2.222	0.778	-1.667
B183611	1.667	0.444	2.889	0.333	1.667	-3	-1.667	-1.778	-1
B183624	1.667	0	2.333	-0.222	1.889	-3	-1.667	-1.222	-2.778
B183633	1.889	0.667	2.556	0.222	2.778	-2.222	-1.667	-0.333	-1.222
B183634	0.556	1.111	1.111	1.111	1	0.667	0.889	1.444	1.333
B183651	0.667	-2.333	2.111	-1.667	0.778	-3	-3	-2	-3
B183671	0.667	-0.222	-0.222	-0.111	1.556	-1	-0.556	0.111	-2
B183675	0.556	-0.111	2.111	0.111	1.667	-2.667	-2.111	0.111	-1.444
B183676	0	0.778	1.333	-0.444	1.222	-2.556	-1.889	-0.333	-1.333
B183683	1.444	0	2.222	-0.111	1.556	-2.778	-2.222	-0.111	-2.444
B183684	2.222	0.222	1.333	0.667	1.778	-3	-2.222	1.333	-1.778
B183697	1.333	1.333	1.556	-1.222	1.889	-2.667	-1.444	-0.667	-3
B183699	2.444	1.333	2.222	0.333	2.444	-1.889	-0.556	-0.556	-1.333
B183717	0.889	1.778	1.889	-0.778	2	-1.333	0.444	0.778	0
B183727	2.333	1.556	2.444	0.778	2	-1.889	-1.222	1.556	-0.889
B183740	1.222	-0.556	2.444	-0.778	1.111	-2.889	-2.556	-0.778	-2.667
B183744	1	0.889	1	0.222	1	-2.889	-0.111	0.556	-2.667
B183755	1.111	0.889	2.667	-0.111	1.556	-2.778	-2.111	1.222	-2.667
B183757	1.556	1.667	2.556	0.778	2.889	-3	-2.333	2	-2.778
B183758	0	0	0	0	0	0	0	0	0
B183786	2.778	1.556	3	-0.333	2.889	-3	-2.667	0.556	-2.889
B183810	-0.333	1	2	-0.556	2.111	-3	-1.778	0.778	-2.778
B183819	0.444	-1.111	2.222	-0.778	2.556	-3	-3	-1.444	-3
B183820	2.333	2.444	2.333	2.667	3	-0.444	1.444	1.444	-2.778
B183822	2.556	0	2.556	-0.222	2.889	-2.889	-3	-0.667	-2.778
B183828	-0.111	-1.444	-1.556	-0.778	-0.333	-3	-1.444	-0.222	1
B183830	-1.556	-2.111	-2.444	-1.111	-2.778	-1.111	-1.111	-1.222	-1.556
B183852	0.556	0.778	0.556	0.444	0.556	0.444	0.222	0.778	0.667
B183859	0	1	2.556	-1.333	2.333	-3	0.222	1.111	0.111
B183862	-0.111	1.111	3	0.111	2.333	-3	-2.667	2.556	-2.333
B183863	1.444	0.889	2.333	-0.111	2.889	-2.778	-2.444	0.333	-2.444
B183865	0.222	0.556	1.111	0	2	-1.778	0.111	-0.444	-0.333
B183866	0.222	-0.444	1.889	-1.333	0.667	-2.778	-1.889	0.222	-0.667
B183869	0.889	0.556	2.667	0	1.889	-2.556	-1.222	1.556	-2.222
B183870	0.667	-0.333	0.333	-0.778	0.889	-1.778	-1.111	0	-2.111
B183874	1.778	1.556	2	1.111	1.667	-1.778	-1.444	0.667	0.556
B183879	0.444	-0.556	1	0.111	1	-3	-1.222	0.333	-0.889
B183895	2.556	1.444	2	1.556	1.667	-1.111	-0.111	0.556	-1.333
B183899	1.333	0.667	0.222	-0.111	1.222	-0.667	0	0.667	-2.444
B183904	1	0.556	1.667	-0.333	1.556	-2.222	-0.667	0	-2.889
B183906	2.111	0.222	2.111	1.111	1.111	0.444	0	1.556	0.889
B183907	2.333	0.111	2.667	-0.111	2.444	-2.778	-1.222	-1.667	2
B183925	1.444	0.111	2.889	-0.778	2.333	-3	-1.444	1.667	-2
B183927	0.444	-0.333	0.889	-0.444	1.667	-2.667	-3	0.333	-1.667
B183940	-0.556	-1.222	1.667	-1.667	1	-2.444	-2.111	-2.667	-1.889
B183958	0.222	-0.556	2.111	0	1.556	-3	-2.778	0.222	-2.556
B183959	2.778	0.667	0.444	0.444	2.333	-2.556	-0.667	-0.111	-1.444
B183962	1.778	0.778	1.556	-0.222	1.333	-2.222	-1.444	0.667	-1.222
B183963	1	1.556	1.667	-0.889	1.778	-2.333	-1.667	0.667	-1.778
B183966	1	0.333	1.333	-1	1.222	-2.333	-1.333	-1.889	-2
B183967	1.444	0.778	2.333	-0.333	1.667	-2.889	-2.556	-0.667	-2.778
B183970	3	-2	1.667	-1.778	0.333	-3	-2	-0.333	-1.667
B183974	1.667	-0.333	2.222	-0.667	2.111	-2.556	-2.667	-0.111	-3
B183980	0.667	1.222	1.444	-0.556	1.778	-3	-2.111	0.778	-2.667
B183981	-0.333	-0.444	2.444	-0.111	2.111	-2.778	-2.889	0	-1.444
B183983	2.667	0.778	2.889	0.333	2.778	-1.556	0	-0.222	0.111
B183989	0.778	0.222	0.111	-1.778	2	-2.889	-1.556	-0.444	-2.889
B183990	-0.111	0.444	2.778	-0.333	1.889	-3	-2.444	-0.556	-1.444
B184012	0	-1.222	0.556	-0.667	-0.333	-2.889	-2.556	-0.667	-2.667
B184016	2.889	1.667	1.778	0.556	2.667	-3	-3	1.333	-3
B184024	0.889	1.111	1.556	-0.111	2.667	-3	-2.222	-0.778	-2.889
B184028	2	1.333	2.333	1.444	0.889	1.111	1.889	2	1.667
B184029	1.333	1	2.111	0.556	1.889	-0.889	-0.222	1	-1.444
B184037	0.667	-0.333	0.444	-0.333	0	-0.333	-0.444	0.222	-1.333
B184044	1.444	0.889	2.889	0.556	2.889	-3	-2.889	0	-2.444
B184047	2.889	1.556	1.778	-1.444	2.889	-3	-3	1.444	-2.889
B184061	1.222	-0.111	0.889	-0.333	1.111	-3	-3	0	-2
B184089	2.222	0.667	1.111	-0.444	1.444	-2.333	-2.222	0	-1.444
B184091	1.333	1.444	2.667	0.222	2.556	-3	-3	-0.556	-3
B184097	2.222	0.889	1.667	1.667	2.556	-2.556	-0.556	-2.889	-1.444
B184141	-2	-2.222	-2	-2.111	-2	-3	-3	-2.556	-2.778
B184147	-0.667	-0.556	1.222	-0.667	1.111	-1.556	-0.889	1.333	-0.778
B184150	3	3	3	3	3	-2.333	1	3	3
B184160	-0.667	-1.222	-0.222	-1.667	-1.222	-2.889	-3	-0.556	-2.667
B184166	2.778	0.111	2.222	-0.333	2.667	-3	-3	-1.667	-2.889
B184175	0.556	0.889	1.667	-0.222	2.778	-3	-1.444	1.667	-2.556
B184179	-0.111	0.333	-0.222	0.444	0.556	0.111	0	0.333	-0.222
B184181	2.333	1.222	1.889	-0.222	2	-2.667	-2.778	1.556	-2.111
B184183	1.556	0.556	2.889	0.889	2.556	-2.667	-1.889	-0.556	-1
B184184	2.111	1.111	3	-0.667	3	-2.889	-2.556	2.222	-2.889
B184189	1.333	0.111	1.333	-0.667	2.111	-3	-2.889	0.222	-3
B184199	0.667	0.444	2.778	0.222	2.222	-2.778	-2.889	1.889	-2.222
B184203	1.556	-0.111	2.889	-0.222	1.667	-2.889	-2.222	0.889	-2
B184218	1.778	-1	2.778	-0.889	1.778	-2.667	-2.333	0.444	-2.556
B184220	1.222	-1.667	1	-1.778	2.222	-3	-1	-0.444	0.111
B184221	1.111	1.111	2.667	0.667	2.889	-2.889	-1	1	-2.111
B184222	0	0	0.111	-0.444	0.889	-1.778	-1.667	1.222	-2.333
B184226	1	-1.111	2.444	-0.444	2	-2.889	-3	0	-2.667
B184242	1	1	1.444	0.556	1.889	-1.778	-2.111	1.333	-1.222
B184243	1.333	0.556	2.556	0.111	2.667	-3	-1.778	1.444	-0.222
B184254	0.111	-0.889	0.778	0.222	0.667	-2.778	-2.222	0.333	-2.778
B184275	1.444	1.556	1.222	1.111	2.444	-1.444	0.333	1.667	-1.889
B184279	-2.889	-2.667	-3	-2.444	-2.667	-2	-2.444	-2.556	-2.778
B184281	0.333	-1.222	2.111	-0.222	1.333	-3	-1.556	-0.444	-1.111
B184285	1	1	2.222	0.667	2.222	-2.778	-2.333	0.889	-2.778
B184289	2.333	-1.222	1.778	-1	0.778	-3	-3	-0.222	-3
B184290	-2.111	-2.333	-2.111	-2.222	-2	-2.667	-2.444	-2.222	-2.667
B184293	1.111	0.778	1.556	-0.111	1.222	-2.222	-0.556	0.667	-2.222
B184294	1.556	0.778	2.222	-0.444	2.778	-2.778	-1.889	2.222	-2.667
B184315	1	-0.111	0	0.222	1.778	-1.889	-1.778	0.333	-2.222
B184324	-1.111	-2	3	-1	1.667	-3	-3	-0.333	-3
B184329	0.556	0	0.889	0	0.778	0	-0.778	-0.778	-1
B184342	0.111	0.889	2.778	-0.667	2.667	-2.667	-0.556	-0.667	-2
B184350	0.667	-0.444	-0.222	-0.111	-0.111	-2.444	-1.889	-0.333	-0.667
B184351	0.333	0.222	1.111	0	0.667	-0.667	-0.222	0.333	-0.444
B184368	1.111	0.111	0.444	0	0.667	-1.444	-0.889	0.778	-2.222
B184371	0.556	-0.889	1	-1.111	0.889	-3	-2.444	-0.222	-3
B184374	1.444	2	2.333	0.889	3	-2.889	-2.667	-0.556	-2.222
B184375	0.111	-0.333	0.889	-0.778	0.667	-1	-0.556	-0.222	-1.222
B184377	1.556	0.889	2.556	-0.222	2.778	-3	-3	1	-3
B184378	2.667	0.444	1.444	-0.222	2.111	-2.667	-2.444	1.111	-2.556
B184385	0.556	0.667	2.556	-1	2.556	-3	-2.444	-0.333	-2.778
B184389	1.111	0	1.667	0	2.778	-2.444	-2.556	0.667	-2.667
B184396	1.111	-0.111	2.333	0	0.778	-1.778	-2.111	-0.667	0.667
B184402	2.111	1.778	1	0.667	1	-1.444	-1.333	1.444	-0.556
B184405	2	1.556	2.778	0.556	2.556	-2.778	-1.889	1.556	-1.333
B184419	2.444	1.556	3	1.111	3	-3	-2.889	2	-2.889
B184433	1.333	0.333	1.111	0.222	1.778	-2.778	-2.222	1.667	-2.667
B184446	0.333	-0.222	1.444	-0.222	1.444	-1.667	-0.222	0.333	-1.556
B184475	-2.222	-1.333	-2.444	-2.333	-2.444	-2.444	1.444	-2.222	1.889
B184496	1.222	1.222	0.333	-0.667	2.556	-2.111	0.444	1.444	-0.222
B184533	1.111	-0.556	1.778	-0.889	2.111	-2.889	-2.667	-1.556	-2.889
B184535	1.111	-0.333	1.556	0.778	2.778	-2.556	-1.556	2.778	-2.333
B184536	2.778	1	3	0.889	2.889	-3	-2.222	2.778	-2
B184538	0.667	1	2.333	-0.778	2.444	-3	-1.556	-0.667	-1.111
B184539	0.333	0.111	1.444	-0.778	1.889	-2.444	-1.222	-1.111	-3
B184541	0.333	-1	2.333	-1.111	1.444	-2.556	-0.778	-2.444	0.111
B184543	-0.111	0.222	1.111	0.222	1.333	-2.333	-1.778	-1.889	-0.778
B184544	1	1.222	2.444	-0.333	1.667	-3	-1.444	1.667	-0.111
B184552	1.333	0.111	1.667	0.222	2.111	-1.778	-0.667	0.778	-2.222
B184556	1.444	1	2.667	0.222	2.667	-2.111	-1.333	1.333	-1.111
B184559	1.444	1.667	2.111	-0.111	2.556	-3	-2.333	1.333	-2.556
B184581	1.556	0.222	1.333	-0.444	1.667	-2.778	-1.444	1.333	-2.222
B184587	0.667	-0.222	1.333	-0.778	1.444	-2.556	-0.667	-0.889	-0.444
B184594	0.333	-0.667	2.556	-0.889	2.778	-3	0.111	-1.333	1.444
B184599	2	1.778	2.778	1	2.667	-2.222	-0.667	1	-0.667
B184606	0.889	-0.333	1.667	0	1.667	-2.778	-3	-0.556	-3
B184607	2	2	2	2	2	2	2	2	2
B184608	1	1	1.778	0.222	2	-1.556	-1	0.556	-2
B184609	0.444	-0.444	1.222	-0.111	0	-1.222	-0.778	0.556	-2.333
B184610	2.444	2	2.778	1.667	3	-2.889	-2.556	2.889	1.778
B184612	0.222	-0.333	1.778	-0.222	0.333	-3	-2.333	0	-1.556
B184613	0.111	0.444	0.222	-0.667	-0.667	-0.667	-0.444	-0.111	0
B184618	1.778	1.111	2.333	-0.222	1.556	-3	-2.333	1.667	-0.778
B184643	1.778	-1.222	3	1.222	1.778	-3	-2.111	-0.333	-2.111
B184649	0.889	-0.222	1.111	-1.222	2.111	-3	-3	0.444	-3
B184668	1.333	0.889	1.444	0.222	1.889	-2.778	-1.556	1.667	-2.778
B184669	3	3	3	3	3	3	3	3	3
B184672	1.556	2	2.333	-0.333	2.778	-3	-2.222	1.667	-2.444
B184696	0.778	-0.333	2.333	-0.111	1.333	-2.778	-2.333	0	-1.889
B184698	0.889	0.111	1.778	0	0.667	-1.778	-1.556	1.556	-1.556
B184724	-0.444	0.333	1.778	0	0.667	-2.222	-0.667	-0.444	-0.667
B184729	1.333	1.889	0.889	1.222	2.222	0.333	1.222	1.667	1.111
B184733	1.111	0.444	0.778	0.222	0.667	-1.444	-0.778	0.111	-0.778
B184735	2	0.333	1.556	0.222	2.111	-2	-1.667	1.556	-1.667
B184740	0.889	0.667	1.111	-1.111	0.667	-2.667	-2.444	0.222	-2.111
B184748	1.889	0.222	2.444	0	2.111	-2.444	-1	-1.333	-1.556
B184757	0.556	-0.111	1.778	-0.111	0.889	-1.111	-0.444	0	-0.778
B184759	-1	0.222	-1.111	-1.444	-1	-0.889	-1	-1	-0.889
B184761	2.556	2.667	3	2.333	2.556	-0.444	1.222	2.222	-0.444
B184765	-0.333	-2.333	2.222	0.222	1.556	-2.778	-1.222	-0.333	0.111
B184772	2.778	0.444	3	-0.111	2.667	-3	-2.667	0.667	-2.556
B184774	1.333	0.556	2.889	0.111	2.667	-2.889	-2.667	-0.222	-2.778
B184775	1.333	-0.556	2	-2	1.778	-3	-2.667	-0.667	-2.778
B184791	3	-0.222	2.889	0	2.444	-3	-2.778	-0.556	-3
B184794	2.889	2.444	3	1.111	2.778	-3	0.444	1.444	0.111
B184813	1.333	0.111	1.667	0.444	1.333	-1.667	-1.667	0.667	-1.444
B184826	1.778	-0.333	1.889	0.444	2.111	-3	-2.667	0	-3
B184831	1.889	-0.333	1.556	-0.222	2.333	-2.667	-2.111	-2.111	-3
B184838	0.667	-0.111	0.222	-0.111	0.667	-2.222	-2.111	0.889	-2.111
B184850	0.556	0.333	2.444	-0.222	2.222	-2.778	-2.889	1.667	-2.222
B184860	1.444	1.667	2.222	0.444	3	-2.889	-0.778	1.667	-2.556
B184867	2.444	1.667	2.667	0.333	2	-1.889	-2.333	1.444	-2.333
B184868	3	-2	2.778	1.222	2.778	-3	-0.667	-1.111	-2.333
B184878	0.889	1.889	2.667	-1.889	1.444	-1.222	-2.556	0.556	-0.333
B184885	1.778	1.444	3	0.111	2.222	-3	-3	1.222	-2.778
B184888	1.222	-0.333	2.778	-0.333	1.333	-2.889	-2	0.444	-2.333
B184894	0.333	0.889	2.111	0.111	2.111	-1.556	0	1.444	0.778
B184898	-0.667	0.333	0.222	-0.333	0.556	0	0.444	0	0.444
B184910	1.889	0.667	2	0.778	2.222	-2.444	-0.667	0.778	-1.556
B184934	1.222	0	2.444	-0.222	1.222	-3	-2.444	0.778	-1.556
B184947	1.444	0.667	1.556	-0.222	1.667	-2.667	-1.333	0	-2
